schedule_id,date,staff_id,name_en,name_he,role,station,shift_start,shift_end
SCH000350,2025-11-30,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000351,2025-11-30,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000352,2025-11-30,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000353,2025-12-01,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000354,2025-12-01,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000355,2025-12-01,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000356,2025-12-02,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000357,2025-12-02,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000358,2025-12-02,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000359,2025-12-03,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000360,2025-12-03,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000361,2025-12-03,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000362,2025-12-04,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000363,2025-12-04,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000364,2025-12-04,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000365,2025-12-04,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000366,2025-12-04,S07,Ido,עידו,barback,both,18:00,03:00
SCH000367,2025-12-05,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000368,2025-12-05,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000369,2025-12-05,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000370,2025-12-05,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000371,2025-12-05,S07,Ido,עידו,barback,both,18:00,03:00
SCH000372,2025-12-06,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000373,2025-12-06,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000374,2025-12-06,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000375,2025-12-06,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000376,2025-12-06,S07,Ido,עידו,barback,both,18:00,03:00
SCH000377,2025-12-07,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000378,2025-12-07,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000379,2025-12-07,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000380,2025-12-08,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000381,2025-12-08,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000382,2025-12-08,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000383,2025-12-09,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000384,2025-12-09,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000385,2025-12-09,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000386,2025-12-10,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000387,2025-12-10,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000388,2025-12-10,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000389,2025-12-11,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000390,2025-12-11,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000391,2025-12-11,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000392,2025-12-11,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000393,2025-12-11,S07,Ido,עידו,barback,both,18:00,03:00
SCH000394,2025-12-12,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000395,2025-12-12,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000396,2025-12-12,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000397,2025-12-12,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000398,2025-12-12,S07,Ido,עידו,barback,both,18:00,03:00
SCH000399,2025-12-13,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000400,2025-12-13,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000401,2025-12-13,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000402,2025-12-13,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000403,2025-12-13,S07,Ido,עידו,barback,both,18:00,03:00
SCH000404,2025-12-14,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000405,2025-12-14,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000406,2025-12-14,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000407,2025-12-15,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000408,2025-12-15,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000409,2025-12-15,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000410,2025-12-16,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000411,2025-12-16,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000412,2025-12-16,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000413,2025-12-17,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000414,2025-12-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000415,2025-12-17,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000416,2025-12-18,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000417,2025-12-18,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000418,2025-12-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000419,2025-12-18,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000420,2025-12-18,S07,Ido,עידו,barback,both,18:00,03:00
SCH000421,2025-12-19,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000422,2025-12-19,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000423,2025-12-19,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000424,2025-12-19,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000425,2025-12-19,S07,Ido,עידו,barback,both,18:00,03:00
SCH000426,2025-12-20,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000427,2025-12-20,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000428,2025-12-20,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000429,2025-12-20,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000430,2025-12-20,S07,Ido,עידו,barback,both,18:00,03:00
SCH000431,2025-12-21,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000432,2025-12-21,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000433,2025-12-21,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000434,2025-12-22,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000435,2025-12-22,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000436,2025-12-22,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000437,2025-12-23,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000438,2025-12-23,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000439,2025-12-23,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000440,2025-12-24,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000441,2025-12-24,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000442,2025-12-24,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000443,2025-12-25,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000444,2025-12-25,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000445,2025-12-25,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000446,2025-12-25,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000447,2025-12-25,S07,Ido,עידו,barback,both,18:00,03:00
SCH000448,2025-12-26,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000449,2025-12-26,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000450,2025-12-26,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000451,2025-12-26,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000452,2025-12-26,S07,Ido,עידו,barback,both,18:00,03:00
SCH000453,2025-12-27,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000454,2025-12-27,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000455,2025-12-27,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000456,2025-12-27,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000457,2025-12-27,S07,Ido,עידו,barback,both,18:00,03:00
SCH000458,2025-12-28,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000459,2025-12-28,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000460,2025-12-28,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000461,2025-12-29,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000462,2025-12-29,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000463,2025-12-29,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000464,2025-12-30,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000465,2025-12-30,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000466,2025-12-30,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000467,2025-12-31,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000468,2025-12-31,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000469,2025-12-31,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000470,2026-01-01,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000471,2026-01-01,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000472,2026-01-01,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000473,2026-01-01,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000474,2026-01-01,S07,Ido,עידו,barback,both,18:00,03:00
SCH000475,2026-01-02,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000476,2026-01-02,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000477,2026-01-02,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000478,2026-01-02,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000479,2026-01-02,S07,Ido,עידו,barback,both,18:00,03:00
SCH000480,2026-01-03,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000481,2026-01-03,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000482,2026-01-03,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000483,2026-01-03,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000484,2026-01-03,S07,Ido,עידו,barback,both,18:00,03:00
SCH000485,2026-01-04,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000486,2026-01-04,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000487,2026-01-04,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000488,2026-01-05,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000489,2026-01-05,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000490,2026-01-05,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000491,2026-01-06,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000492,2026-01-06,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000493,2026-01-06,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000494,2026-01-07,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000495,2026-01-07,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000496,2026-01-07,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000497,2026-01-08,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000498,2026-01-08,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000499,2026-01-08,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000500,2026-01-08,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000501,2026-01-08,S07,Ido,עידו,barback,both,18:00,03:00
SCH000502,2026-01-09,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000503,2026-01-09,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000504,2026-01-09,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000505,2026-01-09,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000506,2026-01-09,S07,Ido,עידו,barback,both,18:00,03:00
SCH000507,2026-01-10,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000508,2026-01-10,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000509,2026-01-10,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000510,2026-01-10,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000511,2026-01-10,S07,Ido,עידו,barback,both,18:00,03:00
SCH000512,2026-01-11,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000513,2026-01-11,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000514,2026-01-11,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000515,2026-01-12,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000516,2026-01-12,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000517,2026-01-12,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000518,2026-01-13,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000519,2026-01-13,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000520,2026-01-13,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000521,2026-01-14,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000522,2026-01-14,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000523,2026-01-14,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000524,2026-01-15,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000525,2026-01-15,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000526,2026-01-15,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000527,2026-01-15,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000528,2026-01-15,S07,Ido,עידו,barback,both,18:00,03:00
SCH000529,2026-01-16,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000530,2026-01-16,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000531,2026-01-16,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000532,2026-01-16,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000533,2026-01-16,S07,Ido,עידו,barback,both,18:00,03:00
SCH000534,2026-01-17,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000535,2026-01-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000536,2026-01-17,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000537,2026-01-17,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000538,2026-01-17,S07,Ido,עידו,barback,both,18:00,03:00
SCH000539,2026-01-18,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000540,2026-01-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000541,2026-01-18,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000542,2026-01-19,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000543,2026-01-19,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000544,2026-01-19,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000545,2026-01-20,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000546,2026-01-20,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000547,2026-01-20,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000548,2026-01-21,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000549,2026-01-21,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000550,2026-01-21,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000551,2026-01-22,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000552,2026-01-22,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000553,2026-01-22,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000554,2026-01-22,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000555,2026-01-22,S07,Ido,עידו,barback,both,18:00,03:00
SCH000556,2026-01-23,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000557,2026-01-23,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000558,2026-01-23,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000559,2026-01-23,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000560,2026-01-23,S07,Ido,עידו,barback,both,18:00,03:00
SCH000561,2026-01-24,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000562,2026-01-24,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000563,2026-01-24,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000564,2026-01-24,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000565,2026-01-24,S07,Ido,עידו,barback,both,18:00,03:00
SCH000566,2026-01-25,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000567,2026-01-25,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000568,2026-01-25,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000569,2026-01-26,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000570,2026-01-26,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000571,2026-01-26,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000572,2026-01-27,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000573,2026-01-27,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000574,2026-01-27,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000575,2026-01-28,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000576,2026-01-28,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000577,2026-01-28,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000578,2026-01-29,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000579,2026-01-29,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000580,2026-01-29,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000581,2026-01-29,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000582,2026-01-29,S07,Ido,עידו,barback,both,18:00,03:00
SCH000583,2026-01-30,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000584,2026-01-30,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000585,2026-01-30,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000586,2026-01-30,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000587,2026-01-30,S07,Ido,עידו,barback,both,18:00,03:00
SCH000588,2026-01-31,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000589,2026-01-31,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000590,2026-01-31,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000591,2026-01-31,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000592,2026-01-31,S07,Ido,עידו,barback,both,18:00,03:00
SCH000593,2026-02-01,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000594,2026-02-01,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000595,2026-02-01,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000596,2026-02-02,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000597,2026-02-02,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000598,2026-02-02,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000599,2026-02-03,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000600,2026-02-03,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000601,2026-02-03,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000602,2026-02-04,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000603,2026-02-04,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000604,2026-02-04,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000605,2026-02-05,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000606,2026-02-05,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000607,2026-02-05,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000608,2026-02-05,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000609,2026-02-05,S07,Ido,עידו,barback,both,18:00,03:00
SCH000610,2026-02-06,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000611,2026-02-06,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000612,2026-02-06,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000613,2026-02-06,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000614,2026-02-06,S07,Ido,עידו,barback,both,18:00,03:00
SCH000615,2026-02-07,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000616,2026-02-07,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000617,2026-02-07,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000618,2026-02-07,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000619,2026-02-07,S07,Ido,עידו,barback,both,18:00,03:00
SCH000620,2026-02-08,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000621,2026-02-08,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000622,2026-02-08,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000623,2026-02-09,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000624,2026-02-09,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000625,2026-02-09,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000626,2026-02-10,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000627,2026-02-10,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000628,2026-02-10,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000629,2026-02-11,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000630,2026-02-11,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000631,2026-02-11,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000632,2026-02-12,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000633,2026-02-12,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000634,2026-02-12,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000635,2026-02-12,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000636,2026-02-12,S07,Ido,עידו,barback,both,18:00,03:00
SCH000637,2026-02-13,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000638,2026-02-13,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000639,2026-02-13,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000640,2026-02-13,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000641,2026-02-13,S07,Ido,עידו,barback,both,18:00,03:00
SCH000642,2026-02-14,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000643,2026-02-14,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000644,2026-02-14,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000645,2026-02-14,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000646,2026-02-14,S07,Ido,עידו,barback,both,18:00,03:00
SCH000647,2026-02-15,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000648,2026-02-15,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000649,2026-02-15,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000650,2026-02-16,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000651,2026-02-16,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000652,2026-02-16,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000653,2026-02-17,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000654,2026-02-17,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000655,2026-02-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000656,2026-02-18,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000657,2026-02-18,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000658,2026-02-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000659,2026-02-19,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000660,2026-02-19,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000661,2026-02-19,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000662,2026-02-19,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000663,2026-02-19,S07,Ido,עידו,barback,both,18:00,03:00
SCH000664,2026-02-20,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000665,2026-02-20,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000666,2026-02-20,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000667,2026-02-20,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000668,2026-02-20,S07,Ido,עידו,barback,both,18:00,03:00
SCH000669,2026-02-21,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000670,2026-02-21,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000671,2026-02-21,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000672,2026-02-21,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000673,2026-02-21,S07,Ido,עידו,barback,both,18:00,03:00
SCH000674,2026-02-22,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000675,2026-02-22,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000676,2026-02-22,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000677,2026-02-23,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000678,2026-02-23,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000679,2026-02-23,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000680,2026-02-24,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000681,2026-02-24,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000682,2026-02-24,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000683,2026-02-25,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000684,2026-02-25,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000685,2026-02-25,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000686,2026-02-26,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000687,2026-02-26,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000688,2026-02-26,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000689,2026-02-26,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000690,2026-02-26,S07,Ido,עידו,barback,both,18:00,03:00
SCH000691,2026-02-27,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH000692,2026-02-27,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH000693,2026-02-27,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000694,2026-02-27,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH000695,2026-02-27,S07,Ido,עידו,barback,both,18:00,03:00
SCH000696,2026-02-28,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH000697,2026-02-28,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH000698,2026-02-28,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH000699,2026-02-28,S03,Shir,שיר,bartender,inside,18:00,03:00
